show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1018,Movie,Shottas,Cess Silvera,"Ky-Mani Marley, Spragga Benz, Louie Rankin",,,2002,R,99 min,"Action, Drama","In the tradition of Scarface and The Harder They Come, Shottas is an unapologetic raw urban drama about two young men, Wayne and Biggs, who grow up together on the tough and dangerous streets of Kingston, Jamaica. Eventually moving to the U.S., they begin a ruthless climb to the top of a criminal enterprise in a Miami as they aggressively take control of the Jamaican underworld."
s1019,Movie,Shor Se Shuruaat,"Rahul V. Chittella, Amira Bhargava, Annie Zaidi, Pratik Rajen Kothari, Supriya Sharma, Arunima Sharma, Satish Raj Kasireddi",,,,2016,18+,123 min,"Drama, International","Shor se Shuruaat is an omnibus feature of mentored short films, around the central theme of 'Shor'- noise. 7 films, from 7 different directors conveying 7 different stories on the same theme. The short films have been mentored by stalwarts like Mira Nair, Shyam Benegal, Imtiaz Ali, Zoya Akhtar, Nagesh Kukunoor, Sriram Raghavan and Homi Adajania"
s1020,TV Show,Shock and Awe: The Story of Electricity,,Jim Al-Khalili,,,2011,ALL,1 Season,Documentary,"Until recently, electricity was seen as a magical power. It could slay the living, revive the dead, and even bend the laws of nature. It is now the lifeblood of the modern world, fueling our lives and underpinning every aspect of technological advancement. Without it, we would be lost. Professor Jim Al-Khalili tells the electrifying story of our quest to master nature's most mysterious force."
s1021,TV Show,SHK HeroForce,,"Hope Marie Nixon, Noah Nixon, Eden Nixon, Baker Paffie, Jordan Sacchieri, Emily Perry, Zane Nixon, Kenney Myers, Sophia Clarke, Elijah Flanery",,,2018,TV-PG,1 Season,"Action, Kids","While Noah, Hope, and Eden are moving out of their old house, they discover a hidden virtual reality gaming console in the attic that acts as a portal between the game HeroForce and Real Life. The kids must find and protect the power rings from the hands of the evil bosses that have crossed into Real Life in search of the rings."
s1022,Movie,Shivaay,Ajay Devgn,"Ajay Devgn, Abigail Eames, Erika Kaar",,,2015,13+,154 min,"Action, Drama, International","Shivaay, the father of a young girl who went missing from the streets of Bulgaria, defies all odds and exposes the child trafficking mafia. But will his efforts help him find his own daughter who is being forced into the horrific trade? How will a mountaineer from the foothills of the Himalayas fight against the powerful Russian mafia, in the quest to rescue his beloved daughter?"
s1023,TV Show,Shipping Wars,,,,,2015,TV-14,4 Seasons,"Documentary, Drama, Unscripted","With ""Shipping Wars,"" dive into the cutthroat world of heavy-duty movers as they battle for the chance to transport the unshippable the items that traditional carriers won't touch."
s1024,Movie,Shinrin-Yoku (forest bathing),Mark Knight,,,,2019,,60 min,"Documentary, Special Interest","Relaxing visits to a forest for health benefits originated in Japan where it is called Shinrin-Yoku. Proven to benefit physical and mental health, Shinrin-Yoku helps to lower heart rate and blood pressure, and reduce stress hormone production to improve overall feelings of wellbeing. ""Shinrin-Yoku"" has been screened at over 82 International Film Festivals and won19 prestigious awards."
s1025,TV Show,Shin chan Spin-off vol.1  Aliens vs. Shinnosuke,,,,,2016,TV-NR,1 Season,Anime,"On the 25th anniversary of the start of the animated series, Shin chan will be presented in a new style! ""What if Shinnosuke encountered aliens in a drifting spaceship?"""
s1026,Movie,Sherlock Holmes: The Hound of the Baskervilles,Douglas Hickox,"Ian Richardson, Donald Churchill, Denholm Elliott",,,1983,13+,100 min,"Action, Horror, Suspense","Sherlock Holmes comes to the aid of his friend Henry Baskerville, who is under a family curse and menaced by a demonic dog that prowls the bogs near his estate and murders people."
s1027,Movie,Sherlock Holmes & The Woman In Green,Roy William Neill,"Basil Rathbone, Nigel Bruce, Hillary Brooke, Henry Daniell, Paul Cavanagh, Matthew Boulton, Eve Amber, Frederick Worlock, Tom Bryson, Sally Shepherd, Mary Gordon, Eve Ashley, John Burton, Harold De Becker, Leslie Denison, Tony Ellis, Kay Harding, Alec Harford, Ivo Henderson, Tommy Hughes, Colin Hunter, Olaf Hytten, Boyd Irwin, Eric Mayne, William H. O'Brien, Violet Seaton, Arthur Stenning, Percival Vivian",,,1945,13+,69 min,"Drama, Suspense","Based on Conan Doyle's The Adventure of the Empty House, this ""Sherlock Holmes"" entry finds Holmes and Dr. Watson trying to solve the case of the ""Finger Murders"". Several beautiful women have been found murdered, all with their right forefingers severed from their hands."
s1028,Movie,Sherlock Holmes & The Secret Weapon,Roy William Neill,"Basil Rathbone, Nigel Bruce, Lionel Atwill, Kaaren Verne, William Post Jr., Dennis Hoey, Holmes Herbert, Mary Gordon, Rudolph Anders, Whit Bissell, Veda Ann Borg, Paul Bryar, John Burton, Vicki Campbell, Gerard Cavin, Harry Cording, James Craven, Henry Daniell, Harold De Becker, Leslie Denison, George Eldredge, Paul Fix, Leyland Hodgson, Guy Kingsford, George Burr Macannan, Michael Mark, Henry Victor, Harry Woods",,,1943,13+,71 min,"Adventure, Drama, Suspense","Imaginative story pitting Holmes against Moriarty. Starting in Switzerland, Sherlock Holmes rescues the inventor of a bomb-sight which the allies want to keep from the Nazis. Back in London it sems that the inventor is not all that he seemed. Holmes wears various disguises as he thwarts Moriarty's efforts to deliver vital information to Gestapo."
s1029,TV Show,Shepherd,,"Lance E. Nichols, Kelvin Harrison Jr., Alicia Davis Johnson, Chelsea Bryan",,,2021,13+,1 Season,Drama,"Veteran actor Lance Nichols (Into the Badlands, House of Cards) heads this New Orleans-based cast as Father Joseph, a Catholic priest with a violent past who wages war with a dangerous drug lord after an attack at his church on Christmas Eve. Kelvin Harrison Jr. (Luce, Waves) co-stars as Will, a former altar boy turned drug dealer who gets caught up in Father Joseph's pursuit for justice."
s1030,Movie,She's Not Our Sister,Vernon Snoop Robinson,"Kellita Smith, Christian Keyes, Drew Sidora",,,2011,13+,88 min,Drama,"What happens when three sisters find out they stand to inherit a multimillion-dollar fortune, and in the process discover a half-sister their estranged father never told them about?"
s1031,Movie,Shawn Pelofsky: Stretch It Out,Desmond Devenish,Shawn Pelofsky,,,2018,18+,61 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Comedienne, Shawn Pelofsky, stirs things up with her tales of growing up Jewish in Oklahoma, traveling to war zones and sailing on gay male cruises."
s1032,TV Show,Shaun the Sheep - The Farmer's Llamas,,"John Sparkes, Sean Connolly, Kate Harbour, Andy Nyman",,,2015,ALL,1 Season,Kids,"When the Farmer and Bitzer go to a Country Fair, Shaun steals away with them intent on causing mischief. Shaun spies an auction where he sees three exotic and very crafty Llamas going under the hammer. Instantly besotted by their fantastic pranks Shaun cleverly gets the unwitting Farmer to Buy them."
s1033,TV Show,Shaun the Sheep,,,,,2012,TV-G,6 Seasons,Animation,It's sport's day with Shaun the Sheep!
s1034,Movie,Sharknado 5: Global Swarming,Anthony C. Ferrante,"Ian Ziering, Tara Reid, Cassandra Scerbo, Billy Barratt",,,2017,13+,86 min,"Action, Comedy, Horror","With much of North America lying in ruins, the rest of the world braces for the inevitable: a global sharknado. From London to Asia, South Africa to Mexico, Fin and his family must put a stop to the sharknados once and for all."
s1035,Movie,Sharknado 4: The 4th Awakens,Anthony C. Ferrante,"Ian Ziering, Tara Reid, David Hasselhoff, Gary Busey, Tommy Davidson, Cody Linley, Imani Hakim",United States,,2016,13+,85 min,"Action, Horror, Science Fiction","Five years after the wave of sharknados that wracked the east coast, our heroes are living a quiet life in the middle of the country – as far away from sharks as possible. But when a freak sand sharknado hits Vegas, Fin is thrown back into action, fighting sharknados on a cross-country race to save his family and the world – as all mankind should know by now, there is no escaping..."
s1036,Movie,Shark Story: Evolution of a Master Predator,Christian Darkin,,,,2013,7+,54 min,"Documentary, Special Interest","This is the story of the evolution of one of the most successful animal species ever to have lived. What capabilities turned the shark into one of the ocean's dominant predators, allowed them to survive mass extinctions and to thrive for over 300 million years. Despite its historic success, the highly evolved shark is now faced with extinction due to overfishing, climate change and declining prey."
s1037,Movie,Shapes Song & More Learning Songs For Kids - KiiYii,Moonbug Entertainment,,,,2020,ALL,33 min,Kids,"A new collection of colorful and wonderfully engaging nursery rhymes and children's songs that will thrill your child while educating them in their numbers, ABCs and general learning! From the creators of LittleBabyBum, KiiYii allows the child's imagination to go further!"
s1038,Movie,Shao Lin Temple,Hsin-Yen Chang,"Jet Li, Chunhua Ji, Henry Fong",,,1982,13+,100 min,Action,"Nominated and won: Hong Kong Film Award. Best Action Choreography. A young man, hounded by a psychopathic general, learns martial arts at the Shaolin temple to avenge his father's death. To achieve this he forgoes a budding romance with his kung fu master's daughter, a shepherdess."
s1039,Movie,Shane Mauss: Mating Season,Jay Chapman,Shane Mauss,,,2013,18+,65 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Shane Mauss, an honorary evolutionary psychologist, brings countless years of watching Animal Planet to aid in discussions of Snoop Dog, crouton factories, and other important things."
s1040,Movie,Shakuntala Devi,Anu Menon,"Vidya Balan, Sanya Malhotra, Jisshu Sengupta,  Amit Sadh",India,,2020,13+,127 min,Drama,"The extraordinary story of Shakuntala Devi, the world-renowned mathematician who lived her life on her own terms. While the film pays tribute to her genius as a mathematician, it also humanizes her as a woman and mother, in trying to capture her indomitable spirit. Told through the lens of her relationship with her daughter Anu, the film highlights their very different struggles and aspirations."
s1041,TV Show,Shakespeare Uncovered,,"Helen Hunt, F. Murray Abraham, Romola Garai, Brian Cox, Simon Russell Beale",,,2018,TV-14,1 Season,TV Shows,Includes six films: Much Ado About Nothing (Helen Hunt); The Merchant of Venice (F. Murray Abraham); Measure for Measure (Romola Garai); Julius Caesar (Brian Cox); The Winter's Tale (Simon Russell Beale); Richard III (Antony Sher).
s1042,TV Show,Shaitaan Haveli,,"Bhupesh Singh, Varun Thakur, Neha Chauhan, Pippa Hughes, Monica Gupta",,,2018,TV-NR,1 Season,Comedy,B-Grade filmmaker Hariman shows up to shoot his horror film at an old haveli. Freak occurrences make the crew realise that they're not just shooting a horror film but are soon going to be living one.
s1043,Movie,Shadow Puppets,Michael Winnick,"James Marsters, Tony Todd, Marc Winnick",,,2007,16+,103 min,"Horror, Suspense","Eight strangers with no memories find themselves trapped in an abandoned facility. As they desperately try to find answers and escape, their own Shadows attempt to consume them from the darkness."
s1044,TV Show,Shadow Force,,Bob Parr,,,2008,TV-PG,1 Season,TV Shows,Shadow Force offers an unparalleled look inside the operations of military specialists as they take on missions around the world.
s1045,Movie,Shadow Company,"Nick Bicanic, Jason Bourque",James Ashcroft,Canada,,2007,13+,44 min,Documentary,"Twenty thousand private soldiers operate in Iraq. Who are these people? What do they do and why do they do it? This documentary is a groundbreaking investigation into the secretive world of modern mercenaries. It follows one British contractor on his tour of duty, contrasting his experiences in Iraq with previous operations. This is the definitive film on the changing face of modern war."
s1046,Movie,Shadaa,Jagdeep Singh,"Diljit Dosanjh, Neru Bajwa, Jagdeep Sandhu",,,2019,ALL,128 min,Comedy,"Amidst pressures from his parents to hurry up and wed, a young man seeks his perfect match. After many failed attempts with matchmakers, his parents are delighted when their son finally meets the woman of his dreams but things do not go as planned."
